customerID,Sum of tenure,PaymentMethod,Sum of MonthlyCharges
5502-RLUYV,69,Electronic check,103.95
5504-WSIUR,70,Bank transfer (automatic),90.25
5505-OVWQW,17,Mailed check,20.15
5510-BOIUJ,1,Mailed check,19.25
5512-IDZEI,46,Electronic check,24.9
5514-YQENT,41,Electronic check,111.15
5515-AKOAJ,54,Electronic check,100.1
5515-IDEJJ,1,Mailed check,19.9
5515-RUGKN,8,Credit card (automatic),54.75
5519-NPHVG,12,Electronic check,94.2
5519-TEEUH,33,Mailed check,20.15
5519-YLDGW,21,Electronic check,103.9
5520-FVEWJ,12,Electronic check,84.5
5522-JBWMO,1,Electronic check,44
5522-NYKPB,25,Electronic check,85.9
5524-KHNJP,33,Credit card (automatic),74.75
5527-ACHSO,11,Mailed check,70.5
5529-GIBVH,47,Mailed check,20.15
5533-NHFRF,7,Electronic check,44.4
5533-RJFTJ,49,Bank transfer (automatic),30.2
5536-RTPWK,49,Bank transfer (automatic),99.05
5536-SLHPM,55,Electronic check,77.75
5537-UXXVS,20,Bank transfer (automatic),19.25
5539-HIVAK,28,Mailed check,25.7
5539-TMZLF,1,Electronic check,69.75
5542-DHSXL,4,Mailed check,54.7
5542-NKVRU,42,Bank transfer (automatic),20.75
5542-TBBWB,1,Electronic check,69.9
5543-QDCRY,4,Electronic check,56.4
5546-BYZSM,41,Electronic check,20.45
5546-QUERU,13,Mailed check,19.95
5549-ZGHFB,50,Mailed check,24.95
5550-VFRLC,1,Electronic check,69.85
5552-ZNFSJ,1,Electronic check,45.3
5553-AOINX,66,Electronic check,104.9
5555-RNPGT,10,Credit card (automatic),24.8
5561-NWEVX,2,Electronic check,79.2
5562-BETPV,1,Mailed check,19.65
5562-YJQGT,2,Credit card (automatic),20.35
5564-NEMQO,1,Bank transfer (automatic),75.3
5565-FILXA,16,Electronic check,96.15
5566-SOEZD,27,Credit card (automatic),80.65
5567-GZKQY,58,Credit card (automatic),20.3
5567-WSELE,3,Electronic check,94.6
5568-DMXZS,8,Electronic check,65.45
5569-IDSEY,71,Bank transfer (automatic),105.7
5569-KGJHX,9,Bank transfer (automatic),85.35
5569-OUICF,28,Credit card (automatic),101.3
5570-PTWEH,3,Credit card (automatic),75.15
5572-ZDXHY,22,Mailed check,84.3
5574-NXZIU,63,Credit card (automatic),109.2
5575-GNVDE,34,Mailed check,56.95
5575-TPIZQ,46,Credit card (automatic),89.15
5577-OTWWW,15,Bank transfer (automatic),19.75
5578-NKCXI,58,Credit card (automatic),99.25
5583-EJXRD,44,Credit card (automatic),54.05
5583-SXDAG,1,Electronic check,70
5590-BYNII,22,Electronic check,100.75
5590-YRFJT,20,Electronic check,24.45
5590-ZSKRV,8,Mailed check,54.65
5593-SUAOO,24,Bank transfer (automatic),83.15
5597-GLBUC,1,Electronic check,85.45
5598-IKHQQ,72,Credit card (automatic),25.45
5599-HVLTW,14,Bank transfer (automatic),80.35
5600-KTXFM,2,Mailed check,69.95
5600-PDUJF,6,Credit card (automatic),49.5
5602-BVFMK,12,Mailed check,19.3
5605-IYGFG,7,Bank transfer (automatic),69.85
5605-XNWEN,72,Bank transfer (automatic),25
5606-AMZBO,10,Credit card (automatic),78.15
5609-CEBID,20,Electronic check,94.1
5609-IMCGG,15,Credit card (automatic),84.35
5614-DNZCE,58,Credit card (automatic),64.9
5616-PRTNT,20,Electronic check,19.4
5619-PTMIK,46,Electronic check,53.1
5619-XZZKR,4,Mailed check,19.95
5622-UEJFI,35,Credit card (automatic),25.4
5624-BQSSA,1,Mailed check,20.95
5624-RYAMH,9,Electronic check,19.5
5626-MGTUK,20,Bank transfer (automatic),89.1
5627-TVBPP,35,Credit card (automatic),20.1
5628-FCGYG,21,Electronic check,84.1
5628-RKIFK,49,Credit card (automatic),101.55
5630-AHZIL,3,Bank transfer (automatic),64.5
5630-IXDXV,47,Electronic check,106.35
5639-NTUPK,13,Credit card (automatic),52.1
5640-CAXOA,30,Credit card (automatic),40.35
5641-DMBFJ,58,Electronic check,84.3
5642-MHDQT,53,Bank transfer (automatic),19.85
5644-PDMZC,2,Electronic check,89.5
5647-FXOTP,60,Electronic check,105.9
5647-URDKA,8,Mailed check,19.7
5649-ANRML,2,Credit card (automatic),95.1
5649-RXQTV,51,Electronic check,99
5649-TJHOV,27,Bank transfer (automatic),36.5
5649-VUKMC,12,Mailed check,95.5
5650-VDUDS,4,Mailed check,24.25
5650-YLIBA,31,Electronic check,81.15
5651-CPDND,10,Mailed check,46
5651-CRHKQ,41,Bank transfer (automatic),86.2
5651-WYIPH,18,Credit card (automatic),49.85
5651-YLPRD,32,Electronic check,86.1
5652-MSDEY,10,Mailed check,75.75
5655-JSMZM,49,Electronic check,96.2
5656-JAMLX,62,Bank transfer (automatic),19.85
5656-MJEFC,42,Credit card (automatic),48.15
5663-QBGIS,72,Bank transfer (automatic),98.35
5666-CYCYZ,24,Electronic check,89.55
5666-MBJPT,65,Bank transfer (automatic),25.1
5668-MEISB,72,Credit card (automatic),106.1
5669-SRAIP,5,Electronic check,39.5
5671-RQRLP,70,Credit card (automatic),75.65
5671-UUNXD,50,Electronic check,100.65
5673-FSSMF,1,Electronic check,60.15
5673-TIYIB,2,Credit card (automatic),40.4
5676-CFLYY,71,Credit card (automatic),73.35
5678-VFNEQ,71,Credit card (automatic),104.1
5680-LQOGP,68,Credit card (automatic),82.45
5681-LLOEI,43,Credit card (automatic),91.25
5684-FJVYR,72,Bank transfer (automatic),90.35
5685-IIXLY,5,Electronic check,83.6
5686-CMAWK,17,Electronic check,86.75
5687-DKDTV,4,Mailed check,20.35
5688-KZTSN,15,Electronic check,20
5692-FPTAH,1,Mailed check,45.4
5692-ICXLW,31,Electronic check,90.7
5693-PIPCS,41,Credit card (automatic),99.65
5696-CEIQJ,67,Bank transfer (automatic),103.15
5696-EXCYS,17,Credit card (automatic),19.45
5696-JVVQY,48,Credit card (automatic),70.1
5696-QURRL,1,Mailed check,45.05
5697-GOMBF,28,Electronic check,35.9
5698-BQJOH,9,Electronic check,94.4
5699-BNCAS,71,Mailed check,24.65
5701-GUXDC,26,Credit card (automatic),35.4
5701-SVCWR,1,Mailed check,24
5701-YVSVF,11,Electronic check,82.9
5701-ZIKJE,13,Mailed check,50.55
5702-KVQRD,71,Electronic check,82.55
5702-SKUOB,4,Mailed check,19.6
5707-ORNDZ,9,Electronic check,54.55
5707-ZMDJP,53,Mailed check,69.7
5708-EVONK,58,Bank transfer (automatic),93.4
5709-LVOEQ,0,Mailed check,80.85
5712-AHQNN,43,Electronic check,91.65
5712-PTIWW,2,Electronic check,79.85
5712-VBOXD,4,Credit card (automatic),20.15
5716-EZXZN,65,Credit card (automatic),99.05
5716-LIBJC,13,Credit card (automatic),104.15
5724-BIDBU,49,Electronic check,55.35
5726-CVNYA,8,Mailed check,19.85
5727-MYATE,72,Credit card (automatic),90.8
5729-KLZAR,4,Electronic check,80.85
5730-DBDSI,66,Bank transfer (automatic),19.7
5730-RIITO,43,Credit card (automatic),33.45
5732-IKGQH,52,Bank transfer (automatic),104.45
5734-EJKXG,61,Electronic check,118.6
5736-YEJAX,69,Credit card (automatic),79.45
5740-YHGTW,70,Credit card (automatic),97.55
5743-KHMNA,71,Bank transfer (automatic),25.55
5747-PMBSQ,10,Mailed check,92.5
5748-RNCJT,69,Bank transfer (automatic),106.5
5751-USDBL,46,Mailed check,81
5753-QQWPW,28,Electronic check,59.9
5756-JYOJT,11,Credit card (automatic),64.9
5756-OZRIO,61,Bank transfer (automatic),64.05
5759-RCVCB,3,Credit card (automatic),35.2
5760-FXFVO,6,Electronic check,78.95
5760-IFJOZ,3,Mailed check,107.95
5760-WRAHC,22,Mailed check,69.75
5762-TJXGK,52,Bank transfer (automatic),58.75
5766-FTRTS,72,Mailed check,84.45
5766-XQXMQ,29,Bank transfer (automatic),68.85
5766-ZJYBB,1,Mailed check,19.4
5774-QPLTF,50,Mailed check,20.35
5774-XZTQC,7,Mailed check,20.45
5777-KJIRB,40,Mailed check,50.25
5777-ZPQNC,12,Electronic check,20.15
5778-BVOFB,9,Bank transfer (automatic),59.5
5780-INQIK,8,Electronic check,49.4
5781-BKHOP,72,Bank transfer (automatic),100.65
5781-RFZRP,71,Credit card (automatic),73.5
5787-KXGIY,72,Credit card (automatic),19.3
5788-YPOEG,34,Mailed check,84.75
5789-LDFXO,24,Electronic check,24.6
5791-KAJFD,56,Bank transfer (automatic),68.75
5792-JALQC,52,Bank transfer (automatic),59.85
5793-YOLJN,55,Mailed check,21
5795-BKOYE,69,Bank transfer (automatic),59.1
5795-KTGUD,68,Bank transfer (automatic),110.8
5797-APWZC,1,Electronic check,90.6
5799-JRCZO,63,Credit card (automatic),19.5
5802-ADBRC,50,Mailed check,104.4
5803-NQJZO,72,Bank transfer (automatic),67.8
5804-HYIEZ,70,Electronic check,106.05
5804-JMYIO,39,Mailed check,19.75
5804-LEPIM,2,Electronic check,70.35
5808-TOTXO,3,Credit card (automatic),20.55
5811-IWXYM,52,Bank transfer (automatic),101.25
5813-UECBU,33,Credit card (automatic),83.85
5815-HGGHV,20,Mailed check,64.15
5816-JMLGY,70,Bank transfer (automatic),80.4
5816-QVHRX,37,Credit card (automatic),100.3
5816-SCGFC,7,Mailed check,51.3
5820-PTRYM,56,Credit card (automatic),68.45
5821-MMEIL,57,Bank transfer (automatic),19.9
5825-XJOCM,48,Bank transfer (automatic),64.4
5827-MWCZK,56,Credit card (automatic),96.95
5828-AVIPD,19,Electronic check,100.95
5828-DWPIL,62,Electronic check,89.1
5829-NVSQN,23,Bank transfer (automatic),68.75
5832-EXGTT,29,Mailed check,60.2
5832-TRLPB,29,Bank transfer (automatic),75.35
5832-XKAES,2,Credit card (automatic),69.8
5834-ASPWA,1,Electronic check,75.45
5835-BEQEU,3,Electronic check,76.95
5837-LXSDN,21,Credit card (automatic),58.85
5839-SUYVZ,16,Credit card (automatic),74.55
5840-NVDCG,16,Bank transfer (automatic),68.25
5842-POCOP,5,Mailed check,88.9
5843-TTHGI,18,Mailed check,50
5844-QVTAT,33,Mailed check,58.45
5845-BZZIB,35,Mailed check,20.1
5846-ABOBJ,71,Bank transfer (automatic),24.45
5846-NEQVZ,71,Credit card (automatic),70.85
5846-QFDFI,33,Credit card (automatic),88.6
5847-MXBEO,22,Mailed check,20.3
5848-FHRFC,68,Bank transfer (automatic),20.05
5849-ASHZJ,27,Credit card (automatic),20.05
5850-BDWCY,6,Mailed check,20.2
5854-KSRBJ,70,Mailed check,25.4
5855-EIBDE,49,Credit card (automatic),106.65
5857-TYBCJ,44,Electronic check,89.2
5857-XRECV,2,Bank transfer (automatic),20.5
5858-EAFCZ,1,Mailed check,44.45
5859-HZYLF,26,Credit card (automatic),19.15
5862-BRIXZ,46,Bank transfer (automatic),60.75
5863-OOKCL,10,Mailed check,18.85
5868-CZJDR,1,Mailed check,31.35
5868-YTYKS,1,Mailed check,20.25
5868-YWPDW,6,Electronic check,84.2
5871-DGTXZ,32,Mailed check,19.8
5872-OEQNH,60,Electronic check,44.45
5875-YPQFJ,1,Electronic check,69.9
5876-HZVZM,6,Credit card (automatic),55.9
5876-QMYLD,23,Mailed check,20.05
5879-HMFFH,72,Bank transfer (automatic),88.05
5879-SESNB,11,Electronic check,75.25
5882-CMAZQ,5,Electronic check,34.25
5883-GTGVD,19,Electronic check,99.95
5884-FBCTL,72,Bank transfer (automatic),25.1
5884-GCYMI,1,Mailed check,69.4
5886-VLQVU,35,Bank transfer (automatic),89.85
5887-IKKYO,58,Bank transfer (automatic),94.35
5889-JTMUL,50,Electronic check,95.05
5889-LFOLL,13,Electronic check,84.6
5893-KCLGT,72,Mailed check,19.75
5893-PYOLZ,56,Credit card (automatic),81.8
5895-QSXOD,9,Mailed check,70.05
5896-NPFWW,3,Electronic check,50.15
5897-ZYEKH,67,Electronic check,105.6
5898-IGSLP,31,Electronic check,89.3
5899-MQZZL,13,Mailed check,75
5899-OUVKV,31,Electronic check,94.5
5902-WBLSE,70,Credit card (automatic),20.15
5906-BFOZT,1,Mailed check,19.5
5906-CVLHP,45,Credit card (automatic),54.15
5906-DVAPM,55,Credit card (automatic),75
5908-QMGOE,15,Credit card (automatic),74.2
5909-ECHUI,1,Electronic check,56.25
5913-INRQV,34,Mailed check,90.15
5914-DVBWJ,18,Electronic check,85.45
5914-GXMDA,32,Mailed check,19.3
5914-XRFQB,72,Bank transfer (automatic),115.8
5915-ANOEI,70,Mailed check,79.15
5915-DGNVC,49,Electronic check,71.8
5916-QEWPT,2,Credit card (automatic),69
5917-HBSDW,37,Electronic check,19.35
5917-RYRMG,32,Credit card (automatic),19.8
5918-VUKWP,32,Bank transfer (automatic),20.55
5919-TMRGD,1,Electronic check,79.35
5919-VCZYM,2,Mailed check,20.05
5921-NGYRH,64,Mailed check,73.55
5922-ABDVO,19,Mailed check,89.65
5923-GXUOC,10,Electronic check,104.4
5924-IFQTT,13,Electronic check,72.8
5924-SNGKP,41,Credit card (automatic),20.25
5928-QLDHB,9,Electronic check,76.25
5930-GBIWP,69,Credit card (automatic),81.5
5931-FLJJF,7,Mailed check,70.1
5934-RMPOV,22,Electronic check,84.75
5934-TSSAU,23,Credit card (automatic),75.3
5935-FCCNB,17,Electronic check,94.2
5937-EORGB,15,Electronic check,96.5
5939-SXWHM,48,Bank transfer (automatic),26.3
5939-XAIXZ,19,Mailed check,56.1
5940-AHUHD,1,Mailed check,70.6
5940-NFXKV,19,Electronic check,83.65
5944-UGLLK,53,Credit card (automatic),54.9
5945-AZYHT,71,Electronic check,109.6
5947-SGKCL,15,Bank transfer (automatic),105.35
5948-UJZLF,2,Mailed check,49.25
5949-EBSQK,4,Credit card (automatic),61.45
5949-HGVJL,26,Electronic check,73.05
5949-XIKAE,8,Electronic check,83.55
5950-AAAGJ,18,Bank transfer (automatic),84.3
5951-AOFIH,33,Credit card (automatic),66.4
5954-BDFSG,72,Credit card (automatic),107.5
5955-EPOAZ,6,Mailed check,20.95
5955-ERIHD,18,Electronic check,94.7
5956-VKDTT,5,Electronic check,74.35
5956-YHHRX,21,Electronic check,104.35
5959-BELXA,32,Credit card (automatic),96.15
5960-MVTUK,3,Electronic check,29.75
5960-WPXQM,1,Electronic check,79.05
5961-VUSRV,12,Bank transfer (automatic),19.35
5965-GGPRW,72,Bank transfer (automatic),105.25
5966-EMAZU,64,Mailed check,108.5
5968-HYJRZ,47,Mailed check,24.55
5968-VXZLG,2,Bank transfer (automatic),46.6
5968-XQIVE,72,Electronic check,89.7
5970-GHJAW,46,Credit card (automatic),19.95
5973-EJGDP,51,Electronic check,87.35
5975-BAICR,36,Credit card (automatic),63.7
5976-JCJRH,10,Electronic check,70.3
5977-CKHON,43,Bank transfer (automatic),92.55
5980-BDHPY,72,Bank transfer (automatic),87.1
5980-NOPLP,44,Electronic check,96.1
5981-ITEMU,40,Bank transfer (automatic),97.1
5981-ZVXOT,35,Electronic check,108.35
5982-FPVQN,37,Electronic check,95.15
5982-PSMKW,23,Credit card (automatic),91.1
5982-XMDEX,65,Bank transfer (automatic),26.5
5985-BEHZK,72,Credit card (automatic),105
5985-TBABQ,32,Mailed check,74.75
5986-WWXDV,39,Bank transfer (automatic),19.35
5989-AXPUC,68,Mailed check,118.6
5989-OMNJE,24,Electronic check,57.6
5989-PGKJB,16,Electronic check,86.25
5993-BQHEA,12,Credit card (automatic),20.05
5993-JSUWV,66,Bank transfer (automatic),61.15
5995-LFTLE,58,Credit card (automatic),25.3
5995-OIGLP,12,Mailed check,56.65
5995-SNNEW,23,Electronic check,104.45
5995-WWKKG,37,Electronic check,19.8
5996-DAOQL,1,Mailed check,20.45
5996-EBTKM,67,Bank transfer (automatic),69.9
5996-NRVXR,40,Credit card (automatic),98.15
5997-OPVFA,72,Bank transfer (automatic),89.05
5998-DZLYR,61,Bank transfer (automatic),94.35
5998-VVEJY,26,Electronic check,80.5
5999-LCXAO,1,Mailed check,29.9
6000-APYLU,9,Electronic check,80.8
6000-UKLWI,41,Mailed check,20.15
6005-OBZPH,26,Electronic check,89.15
6007-TCTST,72,Bank transfer (automatic),115.8
6008-NAIXK,54,Electronic check,55.45
6010-DDPPW,70,Bank transfer (automatic),25.15
6013-BHCAW,61,Bank transfer (automatic),81
6015-VVHHE,5,Credit card (automatic),83.15
6016-LVTJQ,34,Mailed check,20.65
6016-NXBNJ,35,Mailed check,19.15
6017-PPLPX,20,Electronic check,70.45
6022-KOUQO,2,Bank transfer (automatic),29.05
6022-UGGSO,32,Electronic check,74.4
6023-GSSXW,69,Credit card (automatic),61.45
6023-YEBUP,3,Electronic check,100.95
6024-RUGGH,72,Bank transfer (automatic),25.2
6029-CSMJE,17,Mailed check,25.65
6029-WTIPC,37,Electronic check,101.1
6030-REHUX,28,Electronic check,110.85
6032-IGALN,1,Mailed check,25.1
6032-KRXXO,30,Electronic check,90.25
6034-YMTOB,5,Mailed check,75.65
6034-ZRYCV,72,Electronic check,54.2
6035-BXTTY,32,Bank transfer (automatic),54.65
6035-RIIOM,54,Bank transfer (automatic),97.2
6036-TTFYU,16,Mailed check,19.6
6038-GCYEC,24,Credit card (automatic),54.15
6040-CGACY,15,Mailed check,19.6
6047-SUHPR,39,Electronic check,59.8
6047-YHPVI,5,Electronic check,69.7
6048-NJXHX,41,Electronic check,19.75
6048-QBXKL,2,Credit card (automatic),56.55
6048-UWKAL,69,Credit card (automatic),105.4
6050-FFXES,69,Bank transfer (automatic),105.35
6050-IJRHS,70,Electronic check,106.5
6051-PTVNS,55,Credit card (automatic),19.15
6060-DRTNL,5,Mailed check,84.85
6060-QBMGV,70,Credit card (automatic),19.85
6061-GWWAV,41,Mailed check,70.2
6061-PQHMK,25,Credit card (automatic),19.9
6064-PUPMC,23,Credit card (automatic),57.2
6064-ZATLR,27,Bank transfer (automatic),52.85
6067-NGCEU,65,Credit card (automatic),111.05
6072-NUQCB,22,Bank transfer (automatic),20.25
6075-QMNRR,52,Bank transfer (automatic),49.75
6075-SLNIL,38,Credit card (automatic),95.1
6077-BDPXA,3,Electronic check,70.15
6078-VESFR,13,Bank transfer (automatic),70.45
6080-LNESI,51,Mailed check,24.75
6080-TCMYC,40,Electronic check,81.2
6082-GLJIX,18,Mailed check,19.25
6082-OQFBA,23,Mailed check,19.65
6086-ESGRL,1,Credit card (automatic),80.15
6087-MVHJH,16,Electronic check,88.45
6087-YPWHO,72,Mailed check,68.15
6088-BXMRG,32,Electronic check,98.85
6092-QZVPP,36,Credit card (automatic),79.2
6094-ZIVKX,68,Credit card (automatic),54.45
6096-EGVTU,64,Mailed check,24.9
6097-EQISJ,66,Credit card (automatic),102.45
6100-FJZDG,26,Bank transfer (automatic),20.05
6100-QQHEB,17,Electronic check,92.55
6101-IMRMM,6,Mailed check,94.5
6103-BOCOU,26,Electronic check,80.7
6103-LIANB,59,Credit card (automatic),99.5
6103-QCKFX,44,Bank transfer (automatic),56.25
6108-OQZDQ,4,Electronic check,97.95
6110-OHIHY,3,Electronic check,79.25
6112-KTHFQ,13,Mailed check,19.3
6114-TCFID,29,Credit card (automatic),39.5
6115-ZTBFQ,72,Bank transfer (automatic),65.5
6116-RFVHN,34,Electronic check,100.45
6119-SPUDB,46,Mailed check,38.25
6120-RJKLU,62,Credit card (automatic),79.95
6121-TNHBO,63,Bank transfer (automatic),83
6121-VZNQB,1,Mailed check,19.1
6122-EFVKN,24,Mailed check,35.75
6122-LJADA,70,Credit card (automatic),90.15
6124-ACRHJ,1,Mailed check,19.75
6127-ISGTU,16,Electronic check,84.95
6127-IYJOZ,1,Mailed check,45.85
6128-AQBMT,41,Electronic check,53.95
6128-CZOMY,1,Electronic check,45.65
6128-DAFVY,56,Credit card (automatic),44.85
6131-FOYAS,35,Electronic check,59.6
6131-IUNXN,19,Mailed check,20.2
6131-JLWZM,13,Mailed check,20.3
6133-OZILE,18,Electronic check,35.2
6134-KWTBV,62,Bank transfer (automatic),23.4
6135-OZQVA,7,Electronic check,53.65
6137-MFAJN,48,Electronic check,44.8
6137-NICCO,6,Mailed check,94.05
6139-ZZRBQ,64,Bank transfer (automatic),20.05
6140-QNRQQ,1,Mailed check,71.55
6141-OOXUQ,1,Mailed check,19.65
6142-VSJQO,1,Bank transfer (automatic),44.35
6143-JQKEA,10,Credit card (automatic),45.8
6145-NNPNO,1,Bank transfer (automatic),44.15
6147-CBCRA,33,Mailed check,20.05
6152-ONASV,68,Bank transfer (automatic),58.25
6156-UZDLF,26,Credit card (automatic),87.15
6158-DWPZT,9,Bank transfer (automatic),24.1
6158-HDPXZ,1,Mailed check,25.35
6161-ERDGD,71,Electronic check,85.45
6161-UUUTA,3,Electronic check,79.9
6164-HAQTX,71,Bank transfer (automatic),53.95
6164-HXUGH,6,Mailed check,19.85
6166-ILMNY,2,Bank transfer (automatic),69.75
6166-YIPFO,72,Electronic check,64.7
6168-WFVVF,3,Electronic check,70.3
6168-YBYNP,59,Electronic check,111.35
6169-PGNCD,57,Credit card (automatic),74.3
6169-PPETC,35,Bank transfer (automatic),20.5
6171-ZTVYB,43,Bank transfer (automatic),66.25
6172-FECYY,49,Electronic check,84.5
6173-GOLSU,67,Credit card (automatic),94.65
6173-ITPWD,47,Bank transfer (automatic),83.35
6174-NRBTZ,46,Bank transfer (automatic),30.75
6175-IRFIT,5,Mailed check,78.75
6176-YJWAS,72,Credit card (automatic),97.95
6177-PEVRA,48,Credit card (automatic),55.5
6178-KFNHS,12,Electronic check,78.3
6179-GJPSO,43,Credit card (automatic),108.15
6180-YBIQI,5,Mailed check,24.3
6181-AXXYF,72,Credit card (automatic),24.75
6184-DYUOB,3,Mailed check,19.6
6185-TASNN,1,Electronic check,46.3
6188-UXBBR,38,Credit card (automatic),20.25
6194-HBGQN,51,Credit card (automatic),81.15
6195-MELTI,57,Mailed check,54.65
6196-HBOBZ,65,Electronic check,99.35
6198-PNNSZ,56,Bank transfer (automatic),109.8
6198-RTPMF,17,Electronic check,92.6
6198-ZFIOJ,5,Electronic check,75.6
6199-IPCAO,29,Mailed check,26.1
6199-IWKGC,46,Electronic check,100.25
6202-DYYFX,22,Credit card (automatic),76
6202-JVYEU,9,Electronic check,19.9
6203-HBZPA,52,Credit card (automatic),63.9
6204-IEUXJ,3,Credit card (automatic),80.1
6207-WIOLX,25,Credit card (automatic),58.6
6210-KBBPI,9,Credit card (automatic),99.45
6211-WHMYA,64,Electronic check,43.85
6211-WWLTF,63,Credit card (automatic),99.7
6212-ATMLK,50,Electronic check,95.7
6214-EDAKZ,22,Electronic check,55.15
6215-NQCPY,15,Electronic check,99.7
6217-KDYWC,57,Mailed check,19.6
6217-TOWGS,17,Bank transfer (automatic),75.4
6218-KNUBD,6,Electronic check,59.45
6221-AVQYL,2,Credit card (automatic),73.25
6223-DHJGV,42,Mailed check,20.65
6227-FBDXH,69,Bank transfer (automatic),99.5
6227-HWPWX,15,Bank transfer (automatic),69
6229-LSCKB,6,Electronic check,79.7
6229-UOLQL,56,Mailed check,52
6230-BSUXY,1,Electronic check,85
6231-WFGFH,4,Mailed check,20.5
6233-HXJMX,45,Credit card (automatic),89.3
6234-PFPXL,22,Credit card (automatic),95.9
6234-RAAPL,72,Bank transfer (automatic),99.9
6235-VDHOM,5,Electronic check,28.45
6240-EURKS,18,Electronic check,35
6242-FEGFD,66,Mailed check,96.6
6242-MBHPK,23,Electronic check,95.1
